path,category,location_class,write_hits,read_hits,size_bytes,modified_utc,sha256
04_OPERATION/recipe_master/tools/dc_recipe_3042_source_validation_v1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,11737,2026-06-18T18:10:58.809387+00:00,feb8ffa6bd58af33c94b5bc4350efaabe25094adbc73db29534c2d428c206df0
04_OPERATION/recipe_master/tools/dc_recipe_3535_admin_only_preview_bridge_plan_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta,17734,2026-06-19T16:50:05.602261+00:00,742810a46819fc4b35c39bfef825720e1f11efa2723365eaaa9bcc1d18c805c2
04_OPERATION/recipe_master/tools/dc_recipe_3535_apply_meta_normalizer_patch_v1.php,WP_WRITE_CAPABLE,TOOL,update_post_meta,get_post(; get_post_meta,16140,2026-06-18T19:21:40.557016+00:00,74a2f0323fe9a7443ab01ee8ef437d4fdcc4c3b8fd9a3c2a7e11cb2a6ea6139b
04_OPERATION/recipe_master/tools/dc_recipe_3535_meta_normalizer_plan_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta,13225,2026-06-18T19:15:09.209986+00:00,61b92adc464c0b506e7caf435c5c0586d4ae84a2ec7a19140bf9895c01eeef0c
04_OPERATION/recipe_master/tools/dc_recipe_3535_post_patch_render_qa_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta; wp_remote_get,18147,2026-06-19T16:46:44.931659+00:00,83fae4cfa1ad92165f611e800e468255937ea15ff86609ab4ca323db69787805
04_OPERATION/recipe_master/tools/dc_recipe_3535_render_quality_audit_v1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,9249,2026-06-18T19:05:10.487482+00:00,57e27cc51b8b0a90f7edf30162867771a5bd35d3aef28b5fff1c8df168b84445
04_OPERATION/recipe_master/tools/dc_recipe_3535_renderer_contract_inspection_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta,12530,2026-06-18T19:08:09.934805+00:00,04f0f9355762513a779455f8f408e3dab6f8fe9cb28970c6303a053455f15e24
04_OPERATION/recipe_master/tools/dc_recipe_create_pilot_01b_dossiers.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta; wp_remote_get,13049,2026-06-18T18:04:36.755358+00:00,60ff5d9634e465bd815a26d56b7e66483a67bb67e48fad135454c25369e42fe6
04_OPERATION/recipe_master/tools/dc_recipe_hr_queue_readonly_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_posts(; get_post_meta,14402,2026-06-19T17:38:13.443769+00:00,433f09fe958ca4dcd5c8d0f6d458f1c90c7a24256d99356efb78759c6a65eaef
04_OPERATION/recipe_master/tools/dc_recipe_hr_queue_strict_v1_1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_posts(; get_post_meta,14621,2026-06-19T17:57:27.108902+00:00,b83dd193c737b5bb9eafb4b14fc11f959597fc2a933ebe7d16d342c6288d11c9
04_OPERATION/recipe_master/tools/dc_recipe_pilot_batch_01_from_stabilized_audit.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,8281,2026-06-18T17:58:36.057470+00:00,b45ad018b19bad9da4672e2840e57e308699fd13b0bb64760774a5efa3b23617
04_OPERATION/recipe_master/tools/dc_recipe_pilot_batch_01b_strict_ground.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,5677,2026-06-18T18:02:24.143300+00:00,a3f9437e07d396282447b62aec9f69e2c0d7fc227c375a270eeb31a025bbc120
04_OPERATION/recipe_master/tools/dc_recipe_renderer_activation_deep_inspection_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_post_meta; wp_remote_get,14947,2026-06-18T19:10:16.815757+00:00,9d22b1f2f2daff8c3b2fb0bd22661647446a8c1fa2c3dbdfe7dc1926aae18724
04_OPERATION/recipe_master/tools/dc_recipe_system_file_inventory_v1.py,WP_WRITE_CAPABLE,TOOL,wp_insert_post; wp_update_post; update_post_meta; delete_post_meta; wp_delete_post; wp_trash_post; set_post_thumbnail; wp_set_post_terms; wp_set_object_terms; wp db import; mysql ; insert into wp_; update wp_; delete from wp_,get_post(; get_posts(; get_post_meta; wp_remote_get; wp post list; wp eval-file; wp db export,18421,2026-06-19T19:33:01.792784+00:00,79c2e199921bfaf86b71f38e4edce4680caae3c06a61bfb55ad1497fb18eb593
04_OPERATION/recipe_master/tools/dc_recipe_system_wp_inventory_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_posts(; get_post_meta,6210,2026-06-19T19:33:01.793784+00:00,fc6c5207d961bd7be7b543db95f6d7cf84efe8d95cbd8d945784e26b6494c28b
04_OPERATION/recipe_master/tools/dc_recipe_type_readonly_audit_v1.php,READ_ONLY_OR_AUDIT_LIKELY,TOOL,,get_post(; get_posts(; get_post_meta; wp_remote_get,25630,2026-06-18T17:50:55.122830+00:00,c246de242d1c9541a96847b287d572b1d86d9271a764cb5027e8235e3609d26e
04_OPERATION/recipe_master/tools/dc_recipe_type_router_calibration_v1_1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,7918,2026-06-18T17:54:00.925287+00:00,b4b1154e4a4fffd9a93389074fcb2e0e1e141485f2b03043e6e9211a30945745
04_OPERATION/recipe_master/tools/dc_recipe_type_stabilized_audit_v1_1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,15363,2026-06-18T17:56:31.688469+00:00,d77bad901919ce352cbf939b7d4b4816a010b011ea32aefd49e350a56e699694
04_OPERATION/recipe_master/tools/drycured_contract_normalizer_v1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,7436,2026-06-15T18:03:47.936042+00:00,3fc0d649642b183d540e79bda313119479cc58e1b365d050d53c558ae170afd1
04_OPERATION/recipe_master/tools/drycured_contract_normalizer_v2.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,7758,2026-06-15T18:15:18.880348+00:00,d08cf48f9a514ff667d88fe632bfb1d92af12010a2f9d0a79063e66b26895d6f
04_OPERATION/recipe_master/tools/drycured_data_adapter_dryrun_v1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,6559,2026-06-17T15:40:23.591474+00:00,d10093685a25fd56ef16fdcd7451b337651a6b231e94328242d8df771484ed28
04_OPERATION/recipe_master/tools/drycured_recipe_contract_mapper_v1.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,10058,2026-06-15T17:59:47.259202+00:00,2dbb08ec7edc5032b36dd9c42b61efbacc4cf50d3ae0ad20ab864d83ee35dcdb
04_OPERATION/recipe_master/tools/whole_cut_source_safe_gate.py,SCRIPT_UNKNOWN_REVIEW,TOOL,,,3594,2026-06-11T11:10:42.826871+00:00,b890a60acfeda122d30f168623e6a7a7344bbd26e26fe3857ae7bc942b4b8cc9
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-canonical-recipe-tuning.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,1939,2026-05-30T09:30:19.064046+00:00,d65e935b8ddc26a82bd029a22d1f2ad923a767a5074b799886b478922f7f1c03
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-canonical-recipe-view.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,17171,2026-05-30T09:35:46.580259+00:00,550100a6b2829350868408e112b25eb6e63060549899f58bb76f54f519bd9663
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-v06-content-cleanup.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post_meta,9420,2026-05-30T11:36:12.066146+00:00,dfab56d21c750b22c932e4aab3799adbd1d86c3505170546f764150420263cc7
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-v06-feature-pack.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post_meta,28088,2026-05-30T11:25:37.939255+00:00,026f9c7e05ab283a78d92112f6edda8e0be1a8e46dc6d6e2e766c416ea839038
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-v06-header-restore.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,1940,2026-05-30T11:28:30.366590+00:00,fa6a2f68b6b529e48888ef0c8afeaa719a4bebfd253b09840156af7ddbb7ece1
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-v06-nav-polish.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,7653,2026-05-30T11:46:26.064777+00:00,0a93678768ba7dd3e570145245e37166c841cd540dd1b71bd593bfb93db78e61
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-v06-prevnext-position.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,2998,2026-05-30T11:39:27.519647+00:00,31c15167977a6e4e42854abf3b0d088ef44d0a10a55cdcb3950a39aa05bec6e8
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-balanced-stage.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,,6281,2026-05-30T10:58:23.219434+00:00,07cb399cd358c2dfdb677cf522d07eca83e24661c72734e817cf65036ef97908
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-card-polish.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,,8609,2026-05-30T11:03:40.644827+00:00,5a199daf28fb4570e73bfb9d0f72bd76a25d5960a88bd653f0f2c82e5c17c493
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-clarity-fix.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,,4347,2026-05-30T10:04:55.251728+00:00,609e3a0ef266d26c000f98ec0a514ddd1df5ffbbeb604e7839a1c23b0912a463
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-pilot.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,42024,2026-05-30T10:37:38.030717+00:00,1731f2df68a7b6fcc5d09b73cd6c2ec0887b7da8ec189bd9da454063331e7e79
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-safety-marker.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,,4000,2026-05-30T11:10:38.335092+00:00,29d90e8f3441df2be7df44981bac97553d7b2846732b8db6cda60af9dde0e0a3
wp-content/mu-plugins/_archive_recipe_view_v1_2026-05-30_12-21-00/drycured-recipe-view-v05-sensory-polish.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,,7975,2026-05-30T11:15:39.555547+00:00,a9a4ac9687e148ce0ed1d53947c62a909266043df4d68714eb747874575b4641
wp-content/mu-plugins/drycured-archive-seo-bridge.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,5057,2026-05-27T19:53:59.896919+00:00,297c3d824549e6604f73f19a6fdbe8d1b57acf5c7bd8c7bfca282c912396a856
wp-content/mu-plugins/drycured-batch001-force-dcv5-template.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post(; get_post_meta,2568,2026-06-03T15:42:37.355612+00:00,27bb46b909d1eeca73c999ee2ba2d739d9209f2f00d356b9fa15629c73e4061b
wp-content/mu-plugins/drycured-batch001-profile-bridge.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_posts(; get_post_meta,13282,2026-06-03T15:42:37.352612+00:00,627460a7c93dfdff7dbb762501556445156db2cb2a335bbdb90491be6fadf566
wp-content/mu-plugins/drycured-batch01-quantity-profiles.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,92229,2026-05-30T16:16:30.008673+00:00,ce155d88e4d137a4d8c654accc527d56cc9d15da3979636a73e0415b7503dec1
wp-content/mu-plugins/drycured-batch01-quantity-profiles_before_rum_fix_2026-05-30_16-32-52.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,92229,2026-05-30T16:16:30.008673+00:00,ce155d88e4d137a4d8c654accc527d56cc9d15da3979636a73e0415b7503dec1
wp-content/mu-plugins/drycured-batch01-whole-cut-profile-adapter.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post_meta,24951,2026-06-11T10:37:48.866071+00:00,367cbf2ff5936d2a2219146251d9f1cb37e3fa5c1416d3c326c83c70a3349b08
wp-content/mu-plugins/drycured-blog-canonical-redirects.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,1154,2026-06-05T10:43:33.960841+00:00,f73c7c93ac9392680a43dd26cdd279cd39127489e5a9d131a59aaf9307009d42
wp-content/mu-plugins/drycured-blog-editorial-redirects.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,1243,2026-06-06T07:34:44.897862+00:00,b9b69ba473550f7a3346e09d62143b53690b33e1ac5c7e568c4bd22b7e441ff6
wp-content/mu-plugins/drycured-cookie-privacy-v1.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,13524,2026-06-06T18:12:51.110030+00:00,4296a9eaa576aa579c56caf91f921f863b36257c32fd12771a026cd21ee4a2eb
wp-content/mu-plugins/drycured-dcv5-top-duplicate-cleanup.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,2456,2026-06-12T09:07:25.765927+00:00,20aa4300fe881e9fff02fcaf442e2bd2dadf3ade862e3105dae645f86684c94a
wp-content/mu-plugins/drycured-home-process-rail-hub-adapter.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,wp_remote_get,7333,2026-05-27T16:22:38.608136+00:00,70abfa5d131ea1293b9a4123bf85e617759b374a6e945d679f8d9447313bcf19
wp-content/mu-plugins/drycured-legal-footer-links-v1.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,6552,2026-06-06T18:44:15.911463+00:00,1c8b1c2443e523f313a316f2ee7371c98e0b1ff8e31d6a771a3d351101b0d59a
wp-content/mu-plugins/drycured-md-v5-bridge-pilot.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post(; get_post_meta,65719,2026-06-12T15:45:54.964691+00:00,7d64a796ebd04852b745025442caa048bebf413064f3eb14344b2cb89464cb16
wp-content/mu-plugins/drycured-process-dimljenje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,39740,2026-05-26T18:38:31.642455+00:00,4dadd85aece042e8b3e91d8f78bbc85c548b07833ae47b280ed0f271608e051d
wp-content/mu-plugins/drycured-process-hub.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,16158,2026-05-27T18:52:49.495524+00:00,7f754673ce284505004f724cb2181735888319794662bf93adb0f8461dab5c81
wp-content/mu-plugins/drycured-process-mijesanje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,48578,2026-05-26T17:50:14.853592+00:00,3af310ed51f2acc194c079da9a3163a38f5777b6249a9958f61104c8ceaed259
wp-content/mu-plugins/drycured-process-odlezavanje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,47324,2026-05-26T18:07:16.118537+00:00,4efe57ad134994f7d7f4d45016808b1d1af7e293e74215e3822ef29478a03dac
wp-content/mu-plugins/drycured-process-odlezavanje-text-fix-v011.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,2923,2026-05-26T18:10:37.910873+00:00,acbc1409954b34483eb3ed4618ef4e3efeaee1fca5de747d95c268871fd4776a
wp-content/mu-plugins/drycured-process-pakiranje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,40951,2026-05-26T19:02:47.527093+00:00,4f20c73de9cb5086f3068db2182c3efd24b4b8cb29960f1ca26b8c013e648d40
wp-content/mu-plugins/drycured-process-punjenje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,52033,2026-05-26T18:16:38.535437+00:00,3653919cd852854b0411b5a2f3f67cbab06d36fe38e340355e3f5e23f11fac20
wp-content/mu-plugins/drycured-process-seo-faq.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,23613,2026-05-27T17:04:21.927045+00:00,2af381fb983657530900c428f70828f5913bca692fdb0ebf6e247fbdf83cd776
wp-content/mu-plugins/drycured-process-susenje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,39519,2026-05-26T18:47:45.404423+00:00,722c4681245242ee2431b663d9499c0c6e6d39da29bf4dbf6435be20fac4de67
wp-content/mu-plugins/drycured-process-zrenje-core.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,38272,2026-05-26T18:58:08.088995+00:00,5e9b7e3d28c1f14423ac22fa1ce23d4eac8d8a6732657a46721eac46bc3ea008
