"ID","url","http_code"
"2832","https://drycured.com/2024/01/24/mast-u-suhomesnatim-proizvodima-nositelj-okusa/","200"
"2833","https://drycured.com/2024/01/25/pse-i-dfd-meso-kako-losa-sirovina-pokvari-dobar-postupak/","200"
"2834","https://drycured.com/2024/01/26/oprema-za-kucnu-proizvodnju-sto-treba-pocetniku/","200"
"2835","https://drycured.com/2024/01/27/mljevenje-mesa-za-kobasice-resetka-u-milimetrima/","200"
"2836","https://drycured.com/2024/01/28/temperatura-nadjeva-cuva-strukturu-kobasice/","200"
"2837","https://drycured.com/2024/01/29/panceta-zasto-trbuh-trazi-strpljenje-i-ravnotezu/","200"
"2838","https://drycured.com/2024/01/30/slanina-i-mast-zaboravljeni-temelji-domace-prerade/","200"
"2839","https://drycured.com/2024/01/31/prsut-dugi-proces-u-kojem-nema-precaca/","200"
"2840","https://drycured.com/2024/02/01/budola-i-vratina-masnoca-i-misic/","200"
"2841","https://drycured.com/2024/02/02/pakiranje-suhomesnatih-proizvoda-kada-vakuum-pomaze/","200"
"2842","https://drycured.com/2024/02/03/cuvanje-nakon-zrenja-kako-ne-pokvariti-dobar-proizvod/","200"
"2843","https://drycured.com/2024/02/04/kada-proizvod-treba-odbaciti-rizik-i-sigurnost/","200"
"2844","https://drycured.com/2024/02/05/kolinje-kao-skola-zanata-kako-se-znanje-prenosilo/","200"
"2845","https://drycured.com/2024/02/06/mikroklima-regije-dalmacija-slavonija-alpe/","200"
"2846","https://drycured.com/2024/02/07/pdo-pgi-tsg-europske-oznake-izvornosti/","200"
"2847","https://drycured.com/2024/02/08/od-hobija-do-malog-brenda-domaci-suhomesnati-proizvod/","200"
"2848","https://drycured.com/2024/02/09/digitalna-pusnica-biljeske-fotografije-podaci-cuvaju-tradiciju/","200"
"2849","https://drycured.com/2024/02/10/ekvilibrijsko-soljenje-kako-soliti-precizno/","200"
"2850","https://drycured.com/2024/02/11/equalizacija-nakon-soljenja-zasto-meso-mora-odmoriti/","200"
"2851","https://drycured.com/2024/02/12/vodna-aktivnost-zasto-sama-vlaga-nije-dovoljna/","200"
"2852","https://drycured.com/2024/02/13/starter-kulture-kada-pomazu-a-kada-nisu-carobni-stapic/","200"
"2853","https://drycured.com/2024/02/14/rezanje-mesa-prema-namjeni/","200"
"2854","https://drycured.com/2024/02/15/senzorska-kontrola-nos-oko-ruka-prije-instrumenta/","200"
"2855","https://drycured.com/2024/02/16/higijena-prostora-i-alata-temelj-sigurne-sarze/","200"
"2856","https://drycured.com/2024/02/17/kako-odabrati-crijevo-prema-vrsti-kobasice/","200"
"2857","https://drycured.com/2024/02/18/kucna-susionica-kako-prepoznati-dobar-i-los-prostor/","200"
"2858","https://drycured.com/2024/02/19/miris-boja-i-presjek-kako-citati-gotov-proizvod/","200"
"3327","https://drycured.com/2026/06/06/prva-probna-sarza-suhomesnati-proizvodi/","200"
"3328","https://drycured.com/2026/06/06/radni-dan-za-domace-kobasice/","200"
"3329","https://drycured.com/2026/06/06/kontrolna-lista-prije-punjenja-kobasica/","200"
"3330","https://drycured.com/2026/06/06/procjena-prostora-prije-susenja/","200"
"3331","https://drycured.com/2026/06/06/foto-dnevnik-sarze-suhomesnati-proizvodi/","200"
"3332","https://drycured.com/2026/06/06/osnovni-higijenski-plan-za-kucnu-preradu-mesa/","200"
"3333","https://drycured.com/2026/06/06/hladni-lanac-u-domacoj-preradi-mesa/","200"
"3334","https://drycured.com/2026/06/06/sigurnosni-semafor-suhomesnatih-proizvoda/","200"
"3335","https://drycured.com/2026/06/06/kako-oznaciti-sarzu-suhomesnatih-proizvoda/","200"
"3336","https://drycured.com/2026/06/06/kada-ne-poceti-sarzu-suhomesnatih-proizvoda/","200"
"3337","https://drycured.com/2026/06/06/kako-mjeriti-temperaturu-i-vlagu-u-susionici/","200"
"3338","https://drycured.com/2026/06/06/strujanje-zraka-u-susenju-suhomesnatih-proizvoda/","200"
"3339","https://drycured.com/2026/06/06/nocni-i-dnevni-ritam-susionice/","200"
"3340","https://drycured.com/2026/06/06/kada-otvoriti-a-kada-zatvoriti-susionicu/","200"
"3341","https://drycured.com/2026/06/06/tanki-plavi-dim-u-domacoj-pusnici/","200"
"3342","https://drycured.com/2026/06/06/raspored-proizvoda-u-susionici/","200"
"3343","https://drycured.com/2026/06/06/prva-72-sata-susenja-kobasica/","200"
"3344","https://drycured.com/2026/06/06/kako-prepoznati-presporo-susenje/","200"
"3345","https://drycured.com/2026/06/06/kako-voditi-dimljenje-u-ciklusima/","200"
"3346","https://drycured.com/2026/06/06/sezona-susenja-i-planiranje-sarze/","200"
"3347","https://drycured.com/2026/06/06/kako-prepoznati-dobar-miris-u-susionici/","200"
"3348","https://drycured.com/2026/06/06/kada-je-suhomesnati-proizvod-spreman-za-pakiranje/","200"
"3349","https://drycured.com/2026/06/06/ph-u-fermentiranim-kobasicama/","200"
"3350","https://drycured.com/2026/06/06/seceri-u-fermentaciji-kobasica/","200"
"3351","https://drycured.com/2026/06/06/prirodna-fermentacija-i-starter-kulture/","200"
"3352","https://drycured.com/2026/06/06/temperatura-fermentacije-kobasica/","200"
"3353","https://drycured.com/2026/06/06/vlaga-tijekom-fermentacije-kobasica/","200"
"3354","https://drycured.com/2026/06/06/sto-ako-fermentacija-ne-krene/","200"
"3355","https://drycured.com/2026/06/06/starter-kulture-cuvanje-i-doziranje/","200"
"3356","https://drycured.com/2026/06/06/ph-metar-ili-ph-trakice-u-domacoj-proizvodnji/","200"
"3357","https://drycured.com/2026/06/06/vodna-aktivnost-i-gubitak-mase-zajedno/","200"
"3358","https://drycured.com/2026/06/06/fermentirano-ili-pokvareno-kako-razlikovati/","200"
"3359","https://drycured.com/2026/06/06/kobasica-za-pecenje-ili-susenje/","200"
"3360","https://drycured.com/2026/06/06/kako-odabrati-prvi-suhomesnati-proizvod/","200"
"3361","https://drycured.com/2026/06/06/slanina-panceta-spek-prakticna-razlika/","200"
"3362","https://drycured.com/2026/06/06/kulen-kulenova-seka-domaca-kobasica-pocetnik/","200"
"3363","https://drycured.com/2026/06/06/cijeli-komadi-ili-kobasice-kako-izabrati/","200"
"3364","https://drycured.com/2026/06/06/prvo-rezanje-suhomesnatog-proizvoda/","200"
"3365","https://drycured.com/2026/06/06/mala-degustacija-sarze-kako-ocijeniti-proizvod/","200"
"3366","https://drycured.com/2026/06/06/usporedba-dvije-sarze-suhomesnatih-proizvoda/","200"
"3367","https://drycured.com/2026/06/06/najcesci-mitovi-o-domacim-suhomesnatim-proizvodima/","200"
"3368","https://drycured.com/2026/06/06/kuhinjska-upotreba-suhomesnatih-proizvoda-bez-pretjerivanja/","200"
