recipe_id,taxonomy,term_name,term_slug,term_status,existing_term_id,notes
MD-TSIGARIDES,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-TSIGARIDES,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-TSIGARIDES,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-TSIGARIDES,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,dry_region,Lika,lika,existing,704,"existing WP term"
MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_country,Malta,malta,existing,256,"aligned with existing WP dry_country term from matched recipe post"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_country,Mađarska,madarska,existing,287,"aligned with existing WP dry_country term from matched recipe post"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_region,Szeged,szeged,to_create_review,,"review before creating clean term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_product_category,Salama,salama,existing,686,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_process_type,Fermentirano,fermentirano,existing,161,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_country,Mađarska,madarska,existing,287,"aligned with existing WP dry_country term from matched recipe post"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_region,Szeged,szeged,to_create_review,,"review before creating clean term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-MADARSKA_KOBASICA_KOLBASZ,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_country,Njemačka,njemacka,existing,241,"aligned with existing WP dry_country term from matched recipe post"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_region,Lika,lika,existing,704,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_product_category,Šunka,sunka,existing,658,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_country,Hrvatska,hrvatska,existing,159,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_region,Istra,istra,existing,119,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_process_type,Fermentirano,fermentirano,existing,161,"existing WP term"
MD-ROVINJSKA_KOBASICA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_country,Ukrajina,ukrajina,existing,228,"aligned with existing WP dry_country term from matched recipe post"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_product_category,Slanina,slanina,existing,699,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-SALO_SLANA_SVINJECA_SLANINA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_country,"Ujedinjeno Kraljevstvo",ujedinjeno-kraljevstvo,existing,272,"aligned with existing WP dry_country term from matched recipe post"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_region,Lika,lika,existing,704,"existing WP term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_meat_type,Govedina,govedina,existing,218,"existing WP term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SKOTSKI_STOVIES_MEAT_KONZERVIRANO_USOLJENO_MESO,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_country,Slovenija,slovenija,existing,266,"aligned with existing WP dry_country term from matched recipe post"
MD-BELOKRANJSKA_JAGENJCARA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-BELOKRANJSKA_JAGENJCARA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_country,Španjolska,spanjolska,existing,245,"aligned with existing WP dry_country term from matched recipe post"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_process_type,Fermentirano,fermentirano,existing,161,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_country,Švedska,svedska,existing,728,"aligned with existing WP dry_country term from matched recipe post"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_product_category,Šunka,sunka,existing,658,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-JULSKINKA_SVEDSKA_BOZICNA_SUNKA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_country,Švicarska,svicarska,existing,270,"aligned with existing WP dry_country term from matched recipe post"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
